cluster_id	company_id	company	patent_id	local_radius	remote_radius	number_of_inventors	locations	center_lat	center_lng	state	country	geographical_relationship	haversine_distance_to_local
6048	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8309737	70	70	2	(43.6315 3.8606); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6049	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8309737	70	70	1	(48.084 2.4302)	48.084	2.4302	N/A	FR	domestic	507.31014207910596
6050	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8309737	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6051	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8343937	70	70	1	(33.5206 -86.8025)	33.5206	-86.8025	AL	US	domestic	N/A
6052	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8362068	70	70	8	(43.6315 3.8606); (43.6474 3.6969); (43.5807 3.5619); (43.658 3.9126); (43.648 3.7986); (43.6921 3.8044); (43.6315 3.8606); (43.5753 3.8262)	43.6315	3.8606	N/A	FR	domestic	N/A
6053	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8362068	70	70	1	(44.0548 4.6999)	44.0548	4.6999	N/A	FR	domestic	82.13420389829372
6054	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8362068	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6055	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8362068	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	124.19672545030753
6056	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8377962	70	70	5	(43.6315 3.8606); (43.658 3.9126); (43.648 3.7986); (43.6474 3.6969); (43.6315 3.8606)	43.6315	3.8606	N/A	FR	domestic	N/A
6057	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8377962	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6058	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8410313	70	70	2	(43.6315 3.8606); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6059	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8410313	70	70	1	(48.084 2.4302)	48.084	2.4302	N/A	FR	domestic	507.31014207910596
6060	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8410313	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6061	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8470870	70	70	2	(41.7244 -81.2458); (41.4644 -81.5089)	41.7244	-81.2458	OH	US	domestic	N/A
6062	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8470870	70	70	1	(42.5047 -71.1961)	42.5047	-71.1961	MA	US	domestic	832.9801023545531
6063	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8481748	70	70	2	(43.6315 3.8606); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6064	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8481748	70	70	1	(48.084 2.4302)	48.084	2.4302	N/A	FR	domestic	507.31014207910596
6065	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8481748	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6066	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8486991	70	70	4	(42.5047 -71.1961); (42.485 -71.4333); (42.3583 -71.0603); (42.3875 -71.1)	42.5047	-71.1961	MA	US	domestic	N/A
6067	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8486991	70	70	1	(37.8017 -80.4458)	37.8017	-80.4458	WV	US	domestic	943.3005622179011
6068	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8486991	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	cross border	5864.529656352715
6069	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8486991	70	70	1	(51.0833 1.1833)	51.0833	1.1833	N/A	GB	cross border	5365.1039766125505
6070	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8486991	70	70	1	(43.6315 3.8606)	43.6315	3.8606	N/A	FR	cross border	5877.437625115235
6071	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8507460	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	domestic	N/A
6072	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8507460	70	70	1	(43.658 3.9126)	43.658	3.9126	N/A	FR	cross border	781.7233348968664
6073	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8507460	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	cross border	893.7619863443878
6074	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8637475	70	70	1	(55.2083 -2.0784)	55.2083	-2.0784	N/A	GB	domestic	N/A
6075	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8637475	70	70	1	(42.375 -71.1061)	42.375	-71.1061	MA	US	cross border	5028.4250590109295
6076	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8637475	70	70	1	(43.6315 3.8606)	43.6315	3.8606	N/A	FR	cross border	1355.8541220038605
6077	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8674085	70	70	2	(42.3583 -71.0603); (42.2494 -71.0667)	42.3583	-71.0603	MA	US	domestic	N/A
6078	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8674085	70	70	1	(32.7153 -117.1564)	32.7153	-117.1564	CA	US	domestic	4149.588157033803
6079	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8674085	70	70	1	(39.1744 8.9711)	39.1744	8.9711	N/A	IT	cross border	6487.909266933384
6080	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8680071	70	70	1	(43.6315 3.8606)	43.6315	3.8606	N/A	FR	domestic	N/A
6081	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8680071	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6082	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8691788	70	70	4	(43.6315 3.8606); (43.648 3.7986); (43.6474 3.6969); (43.648 3.7986)	43.6315	3.8606	N/A	FR	domestic	N/A
6083	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8691788	70	70	1	(42.375 -71.1061)	42.375	-71.1061	MA	US	cross border	5877.887481553123
6084	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8742101	70	70	2	(43.6315 3.8606); (43.6315 3.8606)	43.6315	3.8606	N/A	FR	domestic	N/A
6085	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8742101	70	70	1	(44.1145 4.8994)	44.1145	4.8994	N/A	FR	domestic	99.08473727654885
6086	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8742101	70	70	1	(51.0833 1.1833)	51.0833	1.1833	N/A	GB	cross border	852.6361227783452
6087	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8765966	70	70	2	(43.6315 3.8606); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6088	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8765966	70	70	1	(48.084 2.4302)	48.084	2.4302	N/A	FR	domestic	507.31014207910596
6089	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8765966	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6090	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8951985	70	70	2	(43.6474 3.6969); (43.6921 3.8044)	43.6474	3.6969	N/A	FR	domestic	N/A
6091	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8951985	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	119.11070201870034
6092	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8951985	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	783.6763312064586
6093	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8993595	70	70	5	(43.6315 3.8606); (43.658 3.9126); (43.648 3.7986); (43.6474 3.6969); (43.6315 3.8606)	43.6315	3.8606	N/A	FR	domestic	N/A
6094	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	8993595	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6095	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9109001	70	70	4	(43.6315 3.8606); (43.6474 3.6969); (43.658 3.9126); (43.6921 3.8044)	43.6315	3.8606	N/A	FR	domestic	N/A
6096	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9109001	70	70	3	(42.5047 -71.1961); (42.3583 -71.0603); (42.4258 -71.3044)	42.5047	-71.1961	MA	US	cross border	5877.437625115235
6097	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9109001	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	124.19672545030753
6098	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9109001	70	70	1	(50.6812 4.2981)	50.6812	4.2981	N/A	FR	domestic	784.5846142581571
6099	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9187496	70	70	8	(43.6315 3.8606); (43.6474 3.6969); (43.5807 3.5619); (43.658 3.9126); (43.648 3.7986); (43.6921 3.8044); (43.6315 3.8606); (43.5753 3.8262)	43.6315	3.8606	N/A	FR	domestic	N/A
6100	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9187496	70	70	1	(44.0548 4.6999)	44.0548	4.6999	N/A	FR	domestic	82.13420389829372
6101	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9187496	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6102	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9187496	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	124.19672545030753
6103	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9192621	70	70	2	(42.5047 -71.1961); (42.3583 -71.0603)	42.5047	-71.1961	MA	US	domestic	N/A
6104	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9211300	70	70	3	(42.5047 -71.1961); (42.3583 -71.0603); (42.4258 -71.3044)	42.5047	-71.1961	MA	US	domestic	N/A
6105	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9211300	70	70	1	(43.6315 3.8606)	43.6315	3.8606	N/A	FR	cross border	5877.437625115235
6106	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9243025	70	70	1	(43.6315 3.8606)	43.6315	3.8606	N/A	FR	domestic	N/A
6107	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9243025	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6108	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9284307	70	70	3	(43.6315 3.8606); (43.658 3.9126); (43.6474 3.6969)	43.6315	3.8606	N/A	FR	domestic	N/A
6109	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9284307	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6110	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9296778	70	70	4	(43.6315 3.8606); (43.6315 3.8606); (43.658 3.9126); (43.6921 3.8044)	43.6315	3.8606	N/A	FR	domestic	N/A
6111	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9296778	70	70	1	(44.0548 4.6999)	44.0548	4.6999	N/A	FR	domestic	82.13420389829372
6112	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9296778	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6113	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9296778	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	124.19672545030753
6114	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9353100	70	70	2	(43.6315 3.8606); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6115	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9353100	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6116	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9403863	70	70	4	(43.6315 3.8606); (43.6474 3.6969); (43.6921 3.8044); (43.658 3.9126)	43.6315	3.8606	N/A	FR	domestic	N/A
6117	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9403863	70	70	1	(42.6924 3.0316)	42.6924	3.0316	N/A	FR	domestic	124.19672545030753
6118	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9403863	70	70	1	(50.6833 4.3)	50.6833	4.3	N/A	BE	cross border	784.8239211611095
6119	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9968628	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6120	022a9ea1-9d63-a426-83db-d0ed335c84b2	idenix pharmaceuticals	9968628	70	70	1	(38.8337 16.6335)	38.8337	16.6335	N/A	IT	cross border	7064.7409214223035
6121	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	5615119	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6122	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	5819188	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6123	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6085127	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6124	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6171055	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6125	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6171055	70	70	1	(38.6536 -77.6408)	38.6536	-77.6408	VA	US	domestic	691.9099229651969
6126	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6340289	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6127	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6340289	70	70	1	(38.6536 -77.6408)	38.6536	-77.6408	VA	US	domestic	691.9099229651969
6128	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	6389335	70	70	1	(42.3583 -71.0603)	42.3583	-71.0603	MA	US	domestic	N/A
6129	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7364115	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6130	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7364115	70	70	1	(42.375 -71.1061)	42.375	-71.1061	MA	US	domestic	4306.501951564838
6131	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7364115	70	70	1	(38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	3854.27529112036
6132	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7441724	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6133	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7506837	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6134	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7559191	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6135	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	7857254	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6136	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8001764	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6137	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8001764	70	70	1	(38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	3854.27529112036
6138	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8038090	70	70	2	(42.5583 -70.8806); (42.4583 -71.0667)	42.5583	-70.8806	MA	US	domestic	N/A
6139	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8061646	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6140	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8061646	70	70	1	(38.8461 -77.3067)	38.8461	-77.3067	VA	US	domestic	3866.4133359436937
6141	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8061646	70	70	1	(42.4583 -71.0667)	42.4583	-71.0667	MA	US	domestic	4308.075111662776
6142	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8128031	70	70	1	(38.9011 -77.2656)	38.9011	-77.2656	VA	US	domestic	N/A
6143	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8172172	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6144	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8172172	70	70	1	(38.8461 -77.3067)	38.8461	-77.3067	VA	US	domestic	3866.4133359436937
6145	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8172172	70	70	1	(42.4583 -71.0667)	42.4583	-71.0667	MA	US	domestic	4308.075111662776
6146	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8205827	70	70	2	(42.4258 -71.3044); (42.2528 -71.0028)	42.4258	-71.3044	MA	US	domestic	N/A
6147	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8205827	70	70	1	(38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	661.9152002717257
6148	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8225613	70	70	3	(42.4258 -71.3044); (42.2528 -71.0028); (42.7653 -71.4681)	42.4258	-71.3044	MA	US	domestic	N/A
6149	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8226025	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6150	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8226025	70	70	1	(38.8461 -77.3067)	38.8461	-77.3067	VA	US	domestic	3866.4133359436937
6151	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8226025	70	70	1	(42.4583 -71.0667)	42.4583	-71.0667	MA	US	domestic	4308.075111662776
6152	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8314374	70	70	1	(39.0256 -77.0767)	39.0256	-77.0767	MD	US	domestic	N/A
6153	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8348198	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6154	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8355830	70	70	1	(42.375 -71.1061)	42.375	-71.1061	MA	US	domestic	N/A
6155	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8356770	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6156	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8376279	70	70	5	(42.4583 -71.0667); (42.3583 -71.0603); (42.6158 -70.6625); (42.3875 -71.1); (42.3583 -71.0603)	42.4583	-71.0667	MA	US	domestic	N/A
6157	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8376279	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	4308.075111662776
6158	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8500067	70	70	2	(42.1583 -71.1453); (42.4583 -71.0667)	42.1583	-71.1453	MA	US	domestic	N/A
6159	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8500067	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	655.7811676214642
6160	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8516818	70	70	3	(42.4258 -71.3044); (42.2528 -71.0028); (42.7653 -71.4681)	42.4258	-71.3044	MA	US	domestic	N/A
6161	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8584984	70	70	5	(42.4583 -71.0667); (42.6158 -70.6625); (42.3583 -71.0603); (42.3875 -71.1); (42.3583 -71.0603)	42.4583	-71.0667	MA	US	domestic	N/A
6162	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8584984	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	4308.075111662776
6163	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8622334	70	70	2	(38.8461 -77.3067); (38.7839 -77.47)	38.8461	-77.3067	VA	US	domestic	N/A
6164	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8622334	70	70	1	(42.375 -71.1061)	42.375	-71.1061	MA	US	domestic	653.8714612839954
6165	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8622334	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	3866.4133359436937
6166	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8720822	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
6167	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8720822	70	70	1	(42.6158 -70.6625)	42.6158	-70.6625	MA	US	domestic	4337.652636445084
6168	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8721383	70	70	1	(42.4583 -71.0667)	42.4583	-71.0667	MA	US	domestic	N/A
6169	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8721383	70	70	1	(27.9472 -82.4586)	27.9472	-82.4586	FL	US	domestic	1912.9601375793457
6170	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8937254	70	70	2	(38.5675 -77.3283); (38.7228 -77.5364)	38.5675	-77.3283	VA	US	domestic	N/A
6171	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8937254	70	70	1	(39.4694 -76.8297)	39.4694	-76.8297	MD	US	domestic	109.14564180562625
6172	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8937254	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	3871.0501503131063
6173	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8951086	70	70	2	(42.1583 -71.1453); (42.4583 -71.0667)	42.1583	-71.1453	MA	US	domestic	N/A
6174	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8951086	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	655.7811676214642
6175	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8967527	70	70	2	(42.1583 -71.1453); (42.4583 -71.0667)	42.1583	-71.1453	MA	US	domestic	N/A
6176	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8967527	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	655.7811676214642
6177	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	8991750	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	N/A
6178	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9010683	70	70	5	(38.7508 -77.4756); (38.8822 -77.1714); (38.9011 -77.2656); (38.8461 -77.3067); (38.895 -77.0367)	38.7508	-77.4756	VA	US	domestic	N/A
6179	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9056669	70	70	3	(38.7508 -77.4756); (38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	N/A
6180	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9068929	70	70	2	(38.7839 -77.47); (38.6581 -77.25)	38.7839	-77.47	VA	US	domestic	N/A
6181	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9114871	70	70	2	(42.1583 -71.1453); (42.4583 -71.0667)	42.1583	-71.1453	MA	US	domestic	N/A
6182	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9114871	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	655.7811676214642
6183	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9296270	70	70	3	(42.4583 -71.0667); (42.6158 -70.6625); (42.3583 -71.0603)	42.4583	-71.0667	MA	US	domestic	N/A
6184	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9296270	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	4308.075111662776
6185	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9341457	70	70	3	(42.4583 -71.0667); (42.6158 -70.6625); (42.3583 -71.0603)	42.4583	-71.0667	MA	US	domestic	N/A
6186	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9341457	70	70	1	(37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	4308.075111662776
6187	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9527392	70	70	5	(38.7508 -77.4756); (38.7508 -77.4756); (38.7508 -77.4756); (38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	N/A
6188	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9540101	70	70	4	(42.3369 -71.2097); (42.4583 -71.0667); (42.3583 -71.0603); (42.3764 -71.2361)	42.3369	-71.2097	MA	US	domestic	N/A
6189	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9557742	70	70	4	(42.4369 -71.5061); (42.3583 -71.0603); (42.3764 -71.2361); (42.375 -71.1061)	42.4369	-71.5061	MA	US	domestic	N/A
6190	022db7c6-8c02-2ccf-9cff-4368377fe80b	aurora flight sciences	9562773	70	70	2	(38.7508 -77.4756); (38.7508 -77.4756)	38.7508	-77.4756	VA	US	domestic	N/A
